id,start_time,end_time,awake,deep,light,stages,deleted,manually
127,1524518280,1524544920,0,264,180,10L55D17L52D7L19D20L51D20L12D5L42D43L21D42L12D16L,0,0
128,1524606900,1524632760,0,276,155,17L39D13L73D18L20D11L24D6L17D11L12D10L37D9L35D32L19D28L,0,0
129,1524685440,1524718740,0,281,274,22L30D27L11D7L15D2L44D2L12D2L10D42L23D5L33D10L23D20L18D36L12D41L18D9L19D16L13D33L,0,0
130,1524776520,1524804060,0,183,276,14L31D5L17D34L18D46L30D46L17D2L10D2L11D31L15D32L10D6L12D28L12D30L,0,0
131,1524857220,1524889200,109,149,274,39L10D7L106A28L35D30L2A12L25D10L10D6L40D17L1A73L29D52L,0,0
132,1524943920,1524977880,0,268,298,10L26D2L10D22L11D12L53D29L11D2L12D8L27D3L13D13L29D49L23D17L28D28L12D2L13D101L,0,0
133,1525031880,1525053540,0,192,169,35L26D14L10D10L41D44L24D17L16D7L11D2L42D2L13D38L9D,0,0
134,1525121100,1525149420,1,178,293,18L17D3L15D23L10D30L13D15L1A6L11D7L25D6L23D12L30D10L10D97L13D35L11D31L,0,0
135,1525206900,1525236120,1,245,241,37L19D5L12D13L21D5L20D10L22D15L12D2L27D4L28D17L37D86L47D20L1A27L,0,0
136,1525297500,1525322940,0,207,217,10L24D4L13D3L21D2L20D5L37D19L38D46L11D2L13D52L20D36L10D38L,0,0
137,1525381500,1525409460,0,217,249,50L14D38L17D11L27D7L14D4L68D33L16D24L10D20L21D34L10D14L20D14L,0,0
138,1525470300,1525503900,21,212,326,38L26D3L14D2L14D13L18D56L12D2L10D2L46D21L30D44L12D58L10D2L20D7L21A78L,0,0
139,1525554000,1525589880,0,200,398,18L14D6L24D32L36D68L52D54L30D68L17D109L14D16L13D27L,0,0
140,1525643580,1525673580,1,287,212,72L29D10L11D5L1A7L10D24L18D12L55D4L14D13L43D16L27D2L10D9L10D5L11D6L15D13L19D14L15D,0,0
141,1525729020,1525758000,0,284,199,11L14D3L42D7L40D3L11D7L23D28L44D11L12D23L10D13L24D8L15D45L29D40L20D,0,0
142,1525817340,1525847400,0,251,250,27L53D13L28D2L14D2L10D57L16D9L50D2L12D11L13D12L10D36L13D2L13D23L19D54L,0,0
143,1525905420,1525937760,0,268,271,17L42D9L28D2L63D19L44D36L40D3L12D139L25D40L14D6L,0,0
144,1525990320,1526022900,0,267,276,29L17D2L43D7L20D3L18D2L37D7L37D2L12D11L12D33L10D7L30D77L31D96L,0,0
145,1526081580,1526112060,0,294,214,20L52D10L51D2L29D29L13D12L14D10L26D3L28D16L11D18L15D69L10D3L17D8L28D14L,0,0
146,1526165580,1526195340,1,277,218,23L1A20L10D3L42D5L15D43L64D27L15D6L40D8L11D9L39D13L10D16L10D4L21D41L,0,0
147,1526248560,1526278920,0,288,218,32L45D7L19D4L25D3L27D35L31D2L20D27L22D16L15D17L13D24L14D8L34D5L13D7L10D31L,0,0
148,1526340360,1526361720,0,163,193,25L32D42L21D8L35D9L11D29L10D2L18D16L14D2L10D15L12D45L,0,0
149,1526418420,1526456760,3,215,421,35L1A9L1A29L36D6L15D31L44D29L12D9L48D63L1A57L10D60L11D44L39D49L,0,0
150,1526506500,1526538300,1,270,259,52L25D4L17D20L44D3L52D4L13D16L1A26L12D2L44D7L10D63L10D34L12D28L31D,0,0
151,1526589780,1526616000,0,196,241,100L27D12L11D8L49D63L11D2L17D9L37D12L10D26L34D9L,0,0
152,1526675700,1526706540,0,309,205,11L46D10L12D35L26D9L31D7L67D2L17D3L16D6L29D52L12D9L39D3L14D58L,0,0
153,1526767680,1526792100,0,229,178,24L39D2L12D9L11D3L15D11L34D14L11D15L11D8L44D18L10D11L13D13L14D31L15D19L,0,0
154,1526849460,1526876220,0,201,245,39L85D2L43D42L10D17L16D7L13D63L34D75L,0,0
155,1526932740,1526964000,0,216,305,23L32D11L25D7L16D2L46D10L16D19L27D64L54D169L,0,0
156,1527027900,1527052140,0,211,193,18L17D26L34D2L66D2L11D8L15D9L21D16L13D26L10D46L24D40L,0,0
157,1527111480,1527137760,0,236,202,10L74D66L73D4L19D22L42D18L17D21L11D61L,0,0
158,1527196680,1527228000,0,257,265,25L62D30L36D3L42D35L11D36L22D23L13D53L13D43L46D4L12D13L,0,0
159,1527281220,1527313380,0,243,293,17L12D39L11D16L68D5L14D27L26D40L10D12L11D2L29D42L10D10L10D60L42D23L,0,0
160,1527371940,1527399780,0,202,262,16L39D15L29D7L31D38L20D2L11D42L40D25L11D33L11D81L10D3L,0,0
161,1527455700,1527487020,0,242,280,10L19D5L14D10L15D21L22D2L13D5L14D3L11D5L40D20L16D31L10D8L12D55L23D28L18D67L15D10L,0,0
162,1527540840,1527571020,1,172,330,33L28D10L1A4L13D19L37D53L16D52L11D17L30D4L15D83L22D55L,0,0
163,1527625680,1527655380,0,203,292,35L18D8L43D51L14D15L55D2L12D40L12D37L13D20L12D29L24D55L,0,0
164,1527713520,1527744840,22,227,272,12L56D5L15D12L30D17L10D8L10D3L15D33L12D8L52D48L22A73L17D11L10D42L,0,0
165,1527801000,1527828240,0,230,224,39L13D2L43D29L29D3L21D2L11D4L11D66L14D2L40D34L12D22L23D7L13D14L,0,0
166,1527888420,1527917160,0,228,251,10L40D2L16D8L58D23L11D7L22D69L35D76L17D42L29D14L,0,0
167,1527995220,1528004880,0,88,73,27L38D29L50D17L,0,0
168,1528031400,1528043400,0,137,63,10L60D36L51D17L26D,0,0
169,1528065840,1528091220,0,218,205,10L12D23L32D6L34D14L11D7L20D2L28D12L13D11L44D59L13D17L11D44L,0,0
170,1528148400,1528176300,0,219,246,29L57D6L55D47L16D2L13D7L11D37L20D12L26D49L10D11L11D46L,0,0
171,1528232280,1528260180,0,260,205,34L26D11L32D3L12D2L77D14L11D15L16D32L12D9L28D18L14D6L15D36L17D25L,0,0
172,1528321920,1528350840,0,313,169,10L23D5L19D2L35D2L27D2L62D21L11D4L21D11L32D3L11D8L10D26L12D8L12D7L22D41L16D19L,0,0
173,1528406280,1528434420,0,233,236,10L30D4L20D2L16D17L26D80L41D32L19D14L18D8L19D13L34D8L10D48L,0,0
174,1528491960,1528523340,0,316,207,18L93D11L16D5L10D24L69D11L12D16L32D2L18D2L28D21L13D21L14D73L11D3L,0,0
175,1528578720,1528613760,1,340,243,10L61D11L22D2L25D2L23D2L14D26L42D7L10D9L12D20L13D15L27D37L12D24L1A6L16D38L11D5L15D11L27D8L10D10L,0,0
176,1528665360,1528696680,0,237,285,58L36D11L26D6L28D12L42D7L13D5L53D85L13D58L26D43L,0,0
177,1528750920,1528781460,0,252,257,20L39D32L13D10L28D22L19D18L27D15L16D26L14D7L23D8L11D10L10D6L13D10L14D30L11D43L14D,0,0
178,1528837380,1528866780,0,241,249,49L47D2L23D14L11D2L44D9L17D23L11D20L10D4L10D2L47D30L11D75L10D19L,0,0
179,1528929900,1528957380,0,203,255,10L52D29L19D9L20D31L39D9L10D36L16D25L10D8L25D63L12D35L,0,0
180,1529010240,1529040600,0,190,316,19L72D18L52D70L13D64L41D128L12D17L,0,0
181,1529099700,1529118300,0,173,137,10L38D25L20D20L34D3L11D8L12D13L10D3L13D23L18D24L17D8L,0,0
182,1529188620,1529213400,0,267,146,10L17D2L37D10L27D7L34D2L65D27L11D7L17D13L12D30L30D32L17D6L,0,0
183,1529267880,1529298240,0,289,217,10L33D27L14D2L36D45L21D6L25D14L44D9L30D39L19D6L22D5L23D51L22D3L,0,0
184,1529354340,1529383920,0,244,249,13L36D12L14D18L63D3L33D6L12D20L22D27L15D16L18D7L21D123L10D4L,0,0
185,1529443920,1529469000,1,198,219,10L17D4L18D19L12D8L15D15L11D21L13D14L41D63L10D8L1A17L28D14L33D26L,0,0
186,1529507220,1529517120,0,129,36,20L97D2L32D14L,0,0
187,1529528220,1529555400,28,237,187,20L69D3L14D17L28A11L19D5L13D51L41D25L19D27L25D2L27D5L10D21L,0,0
188,1529613000,1529643000,0,263,237,11L16D6L29D6L16D7L15D2L22D16L13D17L28D11L25D9L13D18L15D47L35D6L15D23L11D51L10D7L,0,0
189,1529700480,1529730120,0,289,205,15L20D7L34D2L48D15L11D12L14D7L29D10L10D8L14D7L14D12L13D4L52D30L11D69L19D7L,0,0
190,1529785140,1529818380,1,316,237,10L10D7L75D7L26D2L11D2L10D8L38D26L10D6L11D12L33D9L12D2L12D36L40D40L18D19L10D30L1A21L,0,0
191,1529869800,1529902680,0,267,281,36L29D14L57D8L29D17L27D10L23D9L38D2L11D73L10D75L11D2L22D34L10D1L,0,0
192,1529956860,1529989920,0,190,361,43L42D14L40D50L20D9L12D12L12D36L41D61L10D16L13D120L,0,0
193,1530045660,1530071460,0,184,246,24L35D25L48D8L16D4L21D14L13D9L10D37L31D68L10D57L,0,0
194,1530117600,1530121260,1,38,22,10L38D4L1A8L,0,0
195,1530129780,1530153780,0,270,130,10L21D2L23D4L18D7L107D10L23D20L51D52L27D25L,0,0
196,1530217200,1530238380,0,179,174,10L11D2L14D6L59D17L13D25L12D11L12D26L10D16L31D61L17D,0,0
197,1530312120,1530339840,0,222,240,23L14D6L19D5L39D3L32D12L31D39L18D8L15D40L10D8L15D52L18D44L11D,0,0
198,1530390660,1530420000,14,272,202,33L53D7L15D8L67D23L34D40L24D14L15D2L21D14A23L21D17L22D35L,0,0
199,1530479040,1530507480,0,241,233,34L113D2L15D11L17D11L44D51L29D29L10D28L13D67L,0,0
200,1530563040,1530594420,0,224,299,10L43D2L13D18L12D12L47D39L19D9L31D41L19D5L11D87L17D63L12D13L,0,0
201,1530649080,1530680700,0,254,273,12L32D3L23D31L24D4L15D6L61D38L13D16L10D11L12D29L22D2L29D54L13D67L,0,0
